name,sku,price,description,stock_level,image_path,main_category,subcategory
Heavy Duty Workbench 6-foot,SOWB000021,325,Solid wood workbench with steel legs and built-in vise for heavy work.,1,storage_&_organization_workbenches_heavy_duty_workbench_6_foot_20250620_221941.png,STORAGE & ORGANIZATION,WORKBENCHES
Folding Workbench Portable,SOWB000022,130,Portable folding workbench with clamps and adjustable height.,68,storage_&_organization_workbenches_folding_workbench_portable_20250621_093527.png,STORAGE & ORGANIZATION,WORKBENCHES
Mobile Work Cart,SOWB000023,200,Rolling work cart with multiple shelves and locking casters.,71,storage_&_organization_workbenches_mobile_work_cart_20250620_222024.png,STORAGE & ORGANIZATION,WORKBENCHES
Garage Workbench Kit,SOWB000024,250,Complete workbench kit with pegboard back and storage drawers.,65,storage_&_organization_workbenches_garage_workbench_kit_20250620_222058.png,STORAGE & ORGANIZATION,WORKBENCHES
Adjustable Height Workbench,SOWB000025,290,Ergonomic workbench with electric height adjustment for comfort.,47,storage_&_organization_workbenches_adjustable_height_workbench_20250620_222132.png,STORAGE & ORGANIZATION,WORKBENCHES
Heavy Duty Wall Hook Set,SOHH000026,18,"Steel wall hooks for hanging tools, bikes, and heavy equipment.",54,storage_&_organization_hooks_&_hangers_heavy_duty_wall_hook_set_20250620_222206.png,STORAGE & ORGANIZATION,HOOKS & HANGERS
Magnetic Tool Holder,SOHH000027,14,Magnetic strip for holding metal tools on workshop walls and toolboxes.,67,storage_&_organization_hooks_&_hangers_magnetic_tool_holder_20250620_222240.png,STORAGE & ORGANIZATION,HOOKS & HANGERS
Ceiling Hook Kit,SOHH000028,21,Ceiling-mounted hooks for overhead storage of ladders and long items.,2,storage_&_organization_hooks_&_hangers_ceiling_hook_kit_20250620_222314.png,STORAGE & ORGANIZATION,HOOKS & HANGERS
Rubber Coated Hooks,SOHH000029,12,Protective rubber-coated hooks that won't scratch or damage equipment.,98,storage_&_organization_hooks_&_hangers_rubber_coated_hooks_20250620_222348.png,STORAGE & ORGANIZATION,HOOKS & HANGERS
Retractable Hose Hanger,SOHH000030,28,Wall-mounted hose reel that automatically retracts garden hoses.,71,storage_&_organization_hooks_&_hangers_retractable_hose_hanger_20250620_222423.png,STORAGE & ORGANIZATION,HOOKS & HANGERS
Rolling Drawer Cart,SOPLS001,55,Mobile cart with clear plastic drawers for organizing small parts and tools.,10,storage_&_organization_plastic_drawers_rolling_drawer_cart_20250620_222457.png,STORAGE & ORGANIZATION,PLASTIC DRAWERS
Desktop Organizer Drawers,SOPLS002,25,Compact drawer unit for desktop organization and small item storage.,91,storage_&_organization_plastic_drawers_desktop_organizer_drawers_20250620_222531.png,STORAGE & ORGANIZATION,PLASTIC DRAWERS
Large Drawer Unit 10-Drawer,SOPLS003,85,Large capacity drawer organizer with deep drawers for bigger items.,42,storage_&_organization_plastic_drawers_large_drawer_unit_10_drawer_20250620_222605.png,STORAGE & ORGANIZATION,PLASTIC DRAWERS
Stackable Drawer Set,SOPLS004,35,Individual drawers that stack and interlock for custom storage solutions.,68,storage_&_organization_plastic_drawers_stackable_drawer_set_20250620_222638.png,STORAGE & ORGANIZATION,PLASTIC DRAWERS
Craft Storage Drawers,SOPLS005,42,Specialized drawer unit with adjustable dividers for craft and hobby supplies.,4,storage_&_organization_plastic_drawers_craft_storage_drawers_20250620_222712.png,STORAGE & ORGANIZATION,PLASTIC DRAWERS
Ceiling Storage Rack 4x8,SOOVR001,100,Heavy-duty overhead rack for seasonal items and rarely used equipment.,4,storage_&_organization_overhead_storage_ceiling_storage_rack_4x8_20250620_222747.png,STORAGE & ORGANIZATION,OVERHEAD STORAGE
Garage Ceiling Hoist,SOOVR002,130,"Pulley system for lifting bikes, kayaks, and heavy items to ceiling storage.",95,storage_&_organization_overhead_storage_garage_ceiling_hoist_20250620_222821.png,STORAGE & ORGANIZATION,OVERHEAD STORAGE
Overhead Storage Platform,SOOVR003,78,Suspended platform for creating additional storage space above vehicles.,9,storage_&_organization_overhead_storage_overhead_storage_platform_20250620_222855.png,STORAGE & ORGANIZATION,OVERHEAD STORAGE
Ceiling Track System,SOOVR004,165,Adjustable track system for hanging multiple items from garage ceiling.,46,storage_&_organization_overhead_storage_ceiling_track_system_20250620_222929.png,STORAGE & ORGANIZATION,OVERHEAD STORAGE
Safety Net for Storage,SOOVR005,35,Protective net to prevent stored items from falling from overhead areas.,77,storage_&_organization_overhead_storage_safety_net_for_storage_20250620_223003.png,STORAGE & ORGANIZATION,OVERHEAD STORAGE
Metal Locker 2-Door,SOLCK001,225,Ventilated metal locker with individual compartments and key locks.,48,storage_&_organization_locker_systems_metal_locker_2_door_20250620_223037.png,STORAGE & ORGANIZATION,LOCKER SYSTEMS
Gym Style Locker Bank,SOLCK002,325,Multi-unit locker system for family storage with separate compartments.,10,storage_&_organization_locker_systems_gym_style_locker_bank_20250620_223111.png,STORAGE & ORGANIZATION,LOCKER SYSTEMS
Wooden Locker Bench,SOLCK003,200,Combination locker and bench for mudroom and entryway organization.,5,storage_&_organization_locker_systems_wooden_locker_bench_20250620_223145.png,STORAGE & ORGANIZATION,LOCKER SYSTEMS
Wire Mesh Locker,SOLCK004,130,Open wire mesh locker for ventilation and visibility of stored items.,25,storage_&_organization_locker_systems_wire_mesh_locker_20250620_223219.png,STORAGE & ORGANIZATION,LOCKER SYSTEMS
Personal Storage Locker,SOLCK005,100,Compact personal locker for individual use in workshops and garages.,35,storage_&_organization_locker_systems_personal_storage_locker_20250620_223253.png,STORAGE & ORGANIZATION,LOCKER SYSTEMS
